Symbol,Name,Country
TW,Tradeweb Markets Inc. Class A Common Stock,United States
TWCB,Bilander Acquisition Corp. Class A Common Stock,United States
TWCBU,Bilander Acquisition Corp. Unit,United States
TWCBW,Bilander Acquisition Corp. Warrant,United States
TWI,Titan International Inc. (DE) Common Stock,United States
TWIN,Twin Disc Incorporated Common Stock,United States
TWKS,Thoughtworks Holding Inc. Common Stock,United States
TWLO,Twilio Inc. Class A Common Stock,United States
TWLV,Twelve Seas Investment Company II Class A Common Stock,United States
TWLVU,Twelve Seas Investment Company II Unit,United States
TWLVW,Twelve Seas Investment Company II Warrant,United States
TWN,Taiwan Fund Inc. (The) Common Stock,United States
TWND,Tailwind Acquisition Corp. Class A Common Stock,
TWNI,Tailwind International Acquisition Corp. Class A Ordinary Shares,
TWNK,Hostess Brands Inc. Class A Common Stock,United States
TWNKW,Hostess Brands Inc. Warrants,United States
TWNT,Tailwind Two Acquisition Corp. Class A Ordinary Shares,
TWO,Two Harbors Investment Corp,United States
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),United States
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States
TWOA,two Class A Ordinary Shares,
TWOU,2U Inc. Common Stock,United States
TWST,Twist Bioscience Corporation Common Stock,United States
TWTR,Twitter Inc. Common Stock,
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Luxembourg
TXG,10x Genomics Inc. Class A Common Stock,United States
TXMD,TherapeuticsMD Inc. Common Stock,United States
TXN,Texas Instruments Incorporated Common Stock,United States
TXRH,Texas Roadhouse Inc. Common Stock,United States
TXT,Textron Inc. Common Stock,United States
TY,Tri Continental Corporation Common Stock,United States
TY^,Tri Continental Corporation Preferred Stock,United States
TYG,Tortoise Energy Infrastructure Corporation Common Stock,United States
TYHT,Shineco Inc. Common Stock,China
TYL,Tyler Technologies Inc. Common Stock,United States
TYME,Tyme Technologies Inc. Common Stock,United States
TYRA,Tyra Biosciences Inc. Common Stock,United States
TZOO,Travelzoo Common Stock,United States
TZPS,TZP Strategies Acquisition Corp. Class A Ordinary Share,United States
TZPSU,TZP Strategies Acquisition Corp. Unit,United States
TZPSW,TZP Strategies Acquisition Corp. Warrant,United States
U,Unity Software Inc. Common Stock,United States
UA,Under Armour Inc. Class C Common Stock,United States
UAA,Under Armour Inc. Class A Common Stock,United States
UAL,United Airlines Holdings Inc. Common Stock,United States
UAMY,United States Antimony Corporation Common Stock,United States
UAN,CVR Partners LP Common Units representing Limited Partner Interests,United States
UAVS,AgEagle Aerial Systems Inc. Common Stock,United States
UBA,Urstadt Biddle Properties Inc. Common Stock,United States
UBCP,United Bancorp Inc. Common Stock,United States
UBER,Uber Technologies Inc. Common Stock,
UBFO,United Security Bancshares Common Stock,United States
UBOH,United Bancshares Inc. Common Stock,United States
UBP,Urstadt Biddle Properties Inc. Common Stock,United States
UBP^H,Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock,United States
UBP^K,Urstadt Biddle Properties Inc. 5.875% Series K Cumulative Redeemable Preferred Stock,United States
UBS,UBS Group AG Registered Ordinary Shares,Switzerland
UBSI,United Bankshares Inc. Common Stock,United States
UBX,Unity Biotechnology Inc. Common Stock,United States
UCBI,United Community Banks Inc. Common Stock,United States
UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,United States
UCL,uCloudlink Group Inc. American Depositary Shares,Hong Kong
UCTT,Ultra Clean Holdings Inc. Common Stock,United States
UDR,UDR Inc. Common Stock,United States
UE,Urban Edge Properties Common Shares of Beneficial Interest,United States
UEC,Uranium Energy Corp. Common Stock,Canada
UEIC,Universal Electronics Inc. Common Stock,United States
UEPS,Net 1 UEPS Technologies Inc. Common Stock,South Africa
UFAB,Unique Fabricating Inc. Common Stock,United States
UFCS,United Fire Group Inc. Common Stock,United States
UFI,Unifi Inc. New Common Stock,United States
UFPI,UFP Industries Inc. Common Stock,United States
UFPT,UFP Technologies Inc. Common Stock,United States
UFS,Domtar Corporation (NEW) Common Stock,Canada
UG,United-Guardian Inc. Common Stock,United States
UGI,UGI Corporation Common Stock,United States
UGIC,UGI Corporation Corporate Units,United States
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Brazil
UGRO,urban-gro Inc. Common Stock,United States
UHAL,Amerco Common Stock,United States
UHS,Universal Health Services Inc. Common Stock,United States
UHT,Universal Health Realty Income Trust Common Stock,United States
UI,Ubiquiti Inc. Common Stock,United States
UIHC,United Insurance Holdings Corp. Common Stock,United States
UIS,Unisys Corporation New Common Stock,United States
UK,Ucommune International Ltd Ordinary Shares,United States
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,United States
UL,Unilever PLC Common Stock,United Kingdom
ULBI,Ultralife Corporation Common Stock,United States
ULCC,Frontier Group Holdings Inc. Common Stock,United States
ULH,Universal Logistics Holdings Inc. Common Stock,United States
ULTA,Ulta Beauty Inc. Common Stock,United States
UMBF,UMB Financial Corporation Common Stock,United States
UMC,United Microelectronics Corporation (NEW) Common Stock,Taiwan
UMH,UMH Properties Inc. Common Stock,United States
UMH^C,UMH Properties Inc. 6.75% Series C Cumulative Redeemable Preferred Stock  Liquidation Preference $25 per share,United States
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,United States
UMPQ,Umpqua Holdings Corporation Common Stock,United States
UNAM,Unico American Corporation Common Stock,United States
UNB,Union Bankshares Inc. Common Stock,United States
UNCY,Unicycive Therapeutics Inc. Common Stock,United States
UNF,Unifirst Corporation Common Stock,United States
UNFI,United Natural Foods Inc. Common Stock,United States
UNH,UnitedHealth Group Incorporated Common Stock (DE),United States
UNIT,Uniti Group Inc. Common Stock,United States
UNM,Unum Group Common Stock,United States
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,United States
UNP,Union Pacific Corporation Common Stock,United States
UNTY,Unity Bancorp Inc. Common Stock,United States
UNVR,Univar Solutions Inc. Common Stock,United States
UONE,Urban One Inc. Class A Common Stock,United States
UONEK,Urban One Inc. Class D Common Stock,United States
UP,Wheels Up Experience Inc. Class A Common Stock,Singapore
UPC,Universe Pharmaceuticals Inc. Ordinary Shares,China
UPH,UpHealth Inc. Common Stock,
UPLD,Upland Software Inc. Common Stock,United States
UPS,United Parcel Service Inc. Common Stock,United States
UPST,Upstart Holdings Inc. Common stock,United States
UPTD,TradeUP Acquisition Corp. Common Stock,United States
UPTDU,TradeUP Acquisition Corp. Unit,United States
UPWK,Upwork Inc. Common Stock,United States
URBN,Urban Outfitters Inc. Common Stock,United States
URG,Ur Energy Inc Common Shares (Canada),Canada
URGN,UroGen Pharma Ltd. Ordinary Shares,Israel
URI,United Rentals Inc. Common Stock,United States
UROY,Uranium Royalty Corp. Common Stock,Canada
USA,Liberty All-Star Equity Fund Common Stock,United States
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,United States
USAK,USA Truck Inc. Common Stock,United States
USAP,Universal Stainless & Alloy Products Inc. Common Stock,United States
USAS,Americas Gold and Silver Corporation Common Shares no par value,
USAU,U.S. Gold Corp. Common Stock,United States
USB,U.S. Bancorp Common Stock,United States
USB^A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,United States
USB^H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,United States
USB^M,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F,United States
USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,United States
USB^Q,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,United States
USB^R,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,United States
USCB,U.S. Century Bank Class A Common Stock,United States
USDP,USD Partners LP Common Units representing limited partner interest,United States
USEG,U.S. Energy Corp. Common Stock,United States
USFD,US Foods Holding Corp. Common Stock,United States
USIO,Usio Inc. Common Stock,United States
USLM,United States Lime & Minerals Inc. Common Stock,United States
USM,United States Cellular Corporation Common Stock,United States
USNA,USANA Health Sciences Inc. Common Stock,United States
USPH,U.S. Physical Therapy Inc. Common Stock,United States
USWS,U.S. Well Services Inc. Class A Common Stock,United States
USWSW,U.S. Well Services Inc. Warrants,United States
USX,U.S. Xpress Enterprises Inc. Class A Common Stock,United States
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,United States
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,United States
UTHR,United Therapeutics Corporation Common Stock,United States
UTI,Universal Technical Institute Inc Common Stock,United States
UTL,UNITIL Corporation Common Stock,United States
UTMD,Utah Medical Products Inc. Common Stock,United States
UTME,UTime Limited Ordinary Shares,China
UTSI,UTStarcom Holdings Corp.,China
UTZ,Utz Brands Inc Class A Common Stock ,United States
UUU,Universal Security Instruments Inc. Common Stock,United States
UUUU,Energy Fuels Inc Ordinary Shares (Canada),
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,United States
UVSP,Univest Financial Corporation Common Stock,United States
UVV,Universal Corporation Common Stock,United States
UWMC,UWM Holdings Corporation Class A Common Stock,United States
UXIN,Uxin Limited ADS,China
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,United States
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,United States
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,United States
V,Visa Inc.,United States
VABK,Virginia National Bankshares Corporation Common Stock,United States
VAC,Marriott Vacations Worldwide Corporation Common Stock,United States
VACC,Vaccitech plc American Depositary Shares,United Kingdom
VAL,Valaris Limited Common Shares,
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Brazil
VALN,Valneva SE American Depositary Shares,France
VALU,Value Line Inc. Common Stock,United States
VAPO,Vapotherm Inc. Common Stock,United States
VAQC,Vector Acquisition Corporation II Class A Ordinary Shares,United States
VATE,INNOVATE Corp. Common Stock,United States
VBF,Invesco Bond Fund Common Stock,United States
VBFC,Village Bank and Trust Financial Corp. Common Stock,United States
VBIV,VBI Vaccines Inc. New Common Stock (Canada),United States
VBLT,Vascular Biogenics Ltd. Ordinary Shares,Israel
VBNK,VersaBank Common Shares,Canada
VBTX,Veritex Holdings Inc. Common Stock,United States
VC,Visteon Corporation Common Stock,United States
VCEL,Vericel Corporation Common Stock,United States
VCF,Delaware Investments Colorado Municipal Income Fund Inc  Common Stock,United States
VCIF,Vertical Capital Income Fund Common Shares of Beneficial Interest,
VCKA,Vickers Vantage Corp. I Ordinary Shares,Singapore
VCKAU,Vickers Vantage Corp. I Unit,Singapore
VCKAW,Vickers Vantage Corp. I Warrant,Singapore
VCNX,Vaccinex Inc. Common Stock,United States
VCRA,Vocera Communications Inc. Common Stock,United States
VCTR,Victory Capital Holdings Inc. Class A Common Stock,United States
VCV,Invesco California Value Municipal Income Trust Common Stock,United States
VCXA,10X Capital Venture Acquisition Corp. II Class A Ordinary Share,United States
VCXAU,10X Capital Venture Acquisition Corp. II Unit,United States
VCXAW,10X Capital Venture Acquisition Corp. II Warrant,United States
VCYT,Veracyte Inc. Common Stock,United States
VEC,Vectrus Inc. Common Stock,United States
VECO,Veeco Instruments Inc. Common Stock,United States
VECT,VectivBio Holding AG Ordinary Shares,Switzerland
VEDL,Vedanta Limited  American Depositary Shares (Each representing four equity shares),
VEEE,Twin Vee PowerCats Co. Common Stock,United States
VEEV,Veeva Systems Inc. Class A Common Stock,
VEI,Vine Energy Inc. Class A Common Stock,
VEL,Velocity Financial Inc. Common Stock,
VELO,Velocity Acquisition Corp. Class A Common Stock,United States
VELOU,Velocity Acquisition Corp. Units,United States
VELOW,Velocity Acquisition Corp. Warrant,United States
VENA,Venus Acquisition Corporation Ordinary Shares,United States
VENAR,Venus Acquisition Corporation Rights,United States
VENAU,Venus Acquisition Corporation Units,United States
VENAW,Venus Acquisition Corporation Warrant,United States
VEON,VEON Ltd. ADS,Netherlands
VER,VEREIT Inc. Common Stock,United States
VERA,Vera Therapeutics Inc. Class A Common Stock,United States
VERB,Verb Technology Company Inc. Common Stock,United States
VERBW,Verb Technology Company Inc. Warrant,United States
VERI,Veritone Inc. Common Stock,United States
VERO,Venus Concept Inc. Common Stock,United States
VERU,Veru Inc. Common Stock,United States
VERV,Verve Therapeutics Inc. Common Stock,United States
VERX,Vertex Inc. Class A Common Stock,United States
VERY,Vericity Inc. Common Stock,United States
VET,Vermilion Energy Inc. Common (Canada),Canada
VEV,Vicinity Motor Corp. Common Stock,Canada
VFC,V.F. Corporation Common Stock,United States
VFF,Village Farms International Inc. Common Shares,Canada
VFL,Delaware Investments National Municipal Income Fund Common Stock,United States
VG,Vonage Holdings Corp. Common Stock,United States
VGFC,The Very Good Food Company Inc. Common Shares,Canada
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,United States
VGII,Virgin Group Acquisition Corp. II Class A Ordinary Shares,
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),United States
VGR,Vector Group Ltd. Common Stock,United States
VGZ,Vista Gold Corp Common Stock,United States
VHAQ,Viveon Health Acquisition Corp. Common Stock,
VHC,VirnetX Holding Corp Common Stock,United States
VHI,Valhi Inc. Common Stock,United States
VIA,Via Renewables Inc. Class A Common Stock,United States
VIAC,ViacomCBS Inc. Class B Common Stock,United States
VIACA,ViacomCBS Inc. Class A Common Stock,United States
VIACP,ViacomCBS Inc. 5.75% Series A Mandatory Convertible Preferred Stock,United States
VIAO,VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share,
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,United States
VIAV,Viavi Solutions Inc. Common Stock,United States
VICI,VICI Properties Inc. Common Stock,
VICR,Vicor Corporation Common Stock,United States
VIEW,View Inc. Class A Common Stock,United States
VIEWW,View Inc. Warrant,United States
VIH,VPC Impact Acquisition Holdings Class A Ordinary Shares,United States
VIHAU,VPC Impact Acquisition Holdings Unit,United States
VIHAW,VPC Impact Acquisition Holdings Warrant,United States
VII,7GC & Co. Holdings Inc. Class A common stock,United States
VIIAU,7GC & Co. Holdings Inc. Unit,United States
VIIAW,7GC & Co. Holdings Inc. Warrant,United States
VINC,Vincerx Pharma Inc. Common Stock,United States
VINO,Gaucho Group Holdings Inc. Common Stock,United States
VINP,Vinci Partners Investments Ltd. Class A Common Shares,Brazil
VIOT,Viomi Technology Co. Ltd American Depositary Shares,China
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,China
VIR,Vir Biotechnology Inc. Common Stock,United States
VIRC,Virco Manufacturing Corporation Common Stock,United States
VIRI,Virios Therapeutics Inc. Common Stock,United States
VIRT,Virtu Financial Inc. Class A Common Stock,United States
VIRX,Viracta Therapeutics Inc. Common Stock,United States
VISL,Vislink Technologies Inc. Common Stock,United States
VIST,Vista Oil & Gas S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,
VITL,Vital Farms Inc. Common Stock,United States
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Brazil
VIVE,Viveve Medical Inc. Common Stock,United States
VIVO,Meridian Bioscience Inc. Common Stock,United States
VJET,voxeljet AG American Depositary Shares,Germany
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),United States
VKQ,Invesco Municipal Trust Common Stock,United States
VKTX,Viking Therapeutics Inc. Common Stock,United States
VLATU,Valor Latitude Acquisition Corp. Unit,Cayman Islands
VLATW,Valor Latitude Acquisition Corp. Warrant,Cayman Islands
VLCN,Volcon Inc. Common stock,United States
VLD,Velo3D Inc. Common Stock,
VLDR,Velodyne Lidar Inc. Common Stock,United States
VLDRW,Velodyne Lidar Inc. Warrants ,United States
VLGEA,Village Super Market Inc. Class A Common Stock,United States
VLN,Valens Semiconductor Ltd. Ordinary Shares,
VLO,Valero Energy Corporation Common Stock,United States
VLON,Vallon Pharmaceuticals Inc. Common Stock,United States
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,
VLT,Invesco High Income Trust II,United States
VLTA,Volta Inc. Class A Common Stock,United States
VLY,Valley National Bancorp Common Stock,United States
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,United States
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,United States
VMAC,Vistas Media Acquisition Company Inc. Class A Common Stock,United States
VMACU,Vistas Media Acquisition Company Inc. Unit,United States
VMACW,Vistas Media Acquisition Company Inc. Warrant,United States
VMAR,Vision Marine Technologies Inc. Common Shares,Canada
VMC,Vulcan Materials Company (Holding Company) Common Stock,United States
VMD,Viemed Healthcare Inc. Common Shares,United States
VMEO,Vimeo Inc. Common Stock,United States
VMI,Valmont Industries Inc. Common Stock,United States
VMM,Delaware Investments Minnesota Municipal Income Fund II Inc. Common Stock,United States
VMO,Invesco Municipal Opportunity Trust Common Stock,United States
VMW,Vmware Inc. Common stock Class A,United States
VNCE,Vince Holding Corp. Common Stock,
VNDA,Vanda Pharmaceuticals Inc. Common Stock,United States
VNE,Veoneer Inc. Common Stock ,
VNET,21Vianet Group Inc. American Depositary Shares,China
VNO,Vornado Realty Trust Common Stock,United States
VNO^L,Vornado Realty Trust Pfd Ser L %,United States
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,United States
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,United States
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share,United States
VNOM,Viper Energy Partners LP Common Unit,United States
VNRX,VolitionRX Limited Common Stock,Singapore
VNT,Vontier Corporation Common Stock ,
VNTR,Venator Materials PLC Ordinary Shares,
VOC,VOC Energy Trust Units of Beneficial Interest,United States
VOD,Vodafone Group Plc American Depositary Shares,United Kingdom
VOLT,Volt Information Sciences Inc. Common Stock,United States
VOR,Vor Biopharma Inc. Common Stock,United States
VOSO,Virtuoso Acquisition Corp. Class A Common Stock,United States
VOSOU,Virtuoso Acquisition Corp. Unit,United States
VOSOW,Virtuoso Acquisition Corp. Warrant,United States
VOXX,VOXX International Corporation Class A Common Stock,United States
VOYA,Voya Financial Inc. Common Stock,United States
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States
VPCB,VPC Impact Acquisition Holdings II Class A ordinary shre,United States
VPCBU,VPC Impact Acquisition Holdings II Unit,United States
VPCBW,VPC Impact Acquisition Holdings II Warrant,United States
VPCC,VPC Impact Acquisition Holdings III Inc. Class A Common Stock,
VPG,Vishay Precision Group Inc. Common Stock,United States
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),United States
VQS,VIQ Solutions Inc. Common Shares,Canada
VRA,Vera Bradley Inc. Common Stock,United States
VRAR,The Glimpse Group Inc. Common Stock,United States
VRAY,ViewRay Inc. Common Stock,United States
VRCA,Verrica Pharmaceuticals Inc. Common Stock,United States
VRDN,Viridian Therapeutics Inc. Common Stock,United States
VREX,Varex Imaging Corporation Common Stock,United States
VRM,Vroom Inc. Common Stock,United States
VRME,VerifyMe Inc. Common Stock,United States
VRMEW,VerifyMe Inc. Warrant,United States
VRNA,Verona Pharma plc American Depositary Share,United Kingdom
VRNS,Varonis Systems Inc. Common Stock,United States
VRNT,Verint Systems Inc. Common Stock,United States
VRPX,Virpax Pharmaceuticals Inc. Common Stock,United States
VRRM,Verra Mobility Corporation Class A Common Stock,United States
VRS,Verso Corporation Common Stock,United States
VRSK,Verisk Analytics Inc. Common Stock,United States
VRSN,VeriSign Inc. Common Stock,United States
VRT,Vertiv Holdings LLC Class A Common Stock,United States
VRTS,Virtus Investment Partners Inc. Common Stock,United States
VRTV,Veritiv Corporation Common Stock,
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,United States
VS,Versus Systems Inc. Common Shares,Canada
VSAT,ViaSat Inc. Common Stock,United States
VSCO,Victorias Secret & Co. Common Stock ,
VSEC,VSE Corporation Common Stock,United States
VSH,Vishay Intertechnology Inc. Common Stock,United States
VSSYW,Versus Systems Inc. Class A Warrants,Canada
VST,Vistra Corp. Common Stock,
VSTA,Vasta Platform Limited Class A Ordinary Shares,Brazil
VSTM,Verastem Inc. Common Stock,United States
VSTO,Vista Outdoor Inc. Common Stock,United States
VTA,Invesco Credit Opportunities Fund Common Shares of Beneficial Interest,
VTAQ,Ventoux CCM Acquisition Corp. Common Stock,United States
VTAQR,Ventoux CCM Acquisition Corp. Right,United States
VTAQU,Ventoux CCM Acquisition Corp. Unit,United States
VTAQW,Ventoux CCM Acquisition Corp. Warrant,United States
VTEX,VTEX Class A Common Shares,
VTGN,VistaGen Therapeutics Inc. Common Stock,United States
VTIQ,VectoIQ Acquisition Corp. II Class A Common Stock,United States
VTIQU,VectoIQ Acquisition Corp. II Unit,United States
VTIQW,VectoIQ Acquisition Corp. II Warrant,United States
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,United States
VTNR,Vertex Energy Inc Common Stock,United States
VTOL,Bristow Group Inc. Common Stock,United States
VTR,Ventas Inc. Common Stock,United States
VTRS,Viatris Inc. Common Stock,United States
VTRU,Vitru Limited Common Shares,Brazil
VTSI,VirTra Inc. Common Stock,United States
VTVT,vTv Therapeutics Inc. Class A Common Stock,United States
VUZI,Vuzix Corporation Common Stock,United States
VVI,Viad Corp Common Stock,United States
VVNT,Vivint Smart Home Inc. ,
VVOS,Vivos Therapeutics Inc. Common Stock,United States
VVPR,VivoPower International PLC Ordinary Shares,United Kingdom
VVR,Invesco Senior Income Trust Common Stock (DE),United States
VVV,Valvoline Inc. Common Stock,United States
VWE,Vintage Wine Estates Inc. Common Stock,United States
VWTR,Vidler Water Resources Inc. Common Stock,United States
VXRT,Vaxart Inc Common Stock,United States
VYGG,Vy Global Growth Class A Ordinary Shares,Cayman Islands
VYGR,Voyager Therapeutics Inc. Common Stock,United States
VYNE,VYNE Therapeutics Inc. Common Stock,United States
VYNT,Vyant Bio Inc. Common Stock,United States
VZ,Verizon Communications Inc. Common Stock,United States
VZIO,VIZIO Holding Corp. Class A Common Stock,
W,Wayfair Inc. Class A Common Stock,United States
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,United States
WABC,Westamerica Bancorporation Common Stock,United States
WAFD,Washington Federal Inc. Common Stock,United States
WAFDP,Washington Federal Inc. Depositary Shares,United States
WAFU,Wah Fu Education Group Limited Ordinary Shares,China
WAL,Western Alliance Bancorporation Common Stock (DE),United States
WAL^A,Western Alliance Bancorporation Depositary Shares Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States
WALA,Western Alliance Bancorporation 6.25% Subordinated Debentures due 2056,United States
WALD,Waldencast Acquisition Corp. Class A Ordinary Share,United States
WALDW,Waldencast Acquisition Corp. Warrant ,United States
WARR,Warrior Technologies Acquisition Company Class A Common Stock,
WASH,Washington Trust Bancorp Inc. Common Stock,United States
WAT,Waters Corporation Common Stock,United States
WATT,Energous Corporation Common Stock,United States
WAVC,Waverley Capital Acquisition Corp. 1 Class A Ordinary Shares,
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares,Israel
WB,Weibo Corporation American Depositary Share,China
WBA,Walgreens Boots Alliance Inc. Common Stock,United States
WBK,Westpac Banking Corporation Common Stock,Australia
WBS,Webster Financial Corporation Common Stock,United States
WBS^F,Webster Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock,United States
WBT,Welbilt Inc. Common Stock,
WBX,Wallbox N.V. Class A Ordinary Shares,
WCC,WESCO International Inc. Common Stock,United States
WCC^A,WESCO International Inc. Depositary Shares each representing 1/1000th interest in a share of Series A Fixed-Rate Reset Cumulative Perpetual Preferred Stock,United States
WCN,Waste Connections Inc. Common Shares,Canada
WD,Walker & Dunlop Inc Common Stock,United States
WDAY,Workday Inc. Class A Common Stock,United States
WDC,Western Digital Corporation Common Stock,United States
WDFC,WD-40 Company Common Stock,United States
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,
WEA,Western Asset Bond Fund Share of Beneficial Interest,United States
WEBR,Weber Inc. Class A Common Stock,
WEC,WEC Energy Group Inc. Common Stock,United States
WEI,Weidai Ltd. American depositary shares each  representing one (1) Class A ordinary share,Cayman Islands
WELL,Welltower Inc. Common Stock,United States
WEN,Wendy's Company (The) Common Stock,United States
WERN,Werner Enterprises Inc. Common Stock,United States
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,United States
WETF,WisdomTree Investments Inc. Common Stock,United States
WEX,WEX Inc. common stock,United States
WEYS,Weyco Group Inc. Common Stock,United States
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),South Korea
WFC,Wells Fargo & Company Common Stock,United States
WFC^A,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series AA,United States
WFC^C,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series CC,United States
WFC^D,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in  a share of Non-Cumulative Perpetual Class A Preferred Stock Series DD,United States
WFC^L,Wells Fargo & Company Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L,United States
WFC^Q,Wells Fargo & Company Depositary Shares Representing 1/1000th Interest Perpetual Preferred Class A Series Q Fixed to Floating,United States
WFC^R,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Perp Pfd Cl A (Ser R Fixed To Flltg),United States
WFC^Y,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Y,United States
WFC^Z,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Z,United States
WFCF,Where Food Comes From Inc. Common Stock,United States
WFG,West Fraser Timber Co. Ltd Common stock,
WFRD,Weatherford International plc Ordinary Shares,United States
WGO,Winnebago Industries Inc. Common Stock,United States
WH,Wyndham Hotels & Resorts Inc. Common Stock ,
WHD,Cactus Inc. Class A Common Stock,
WHF,WhiteHorse Finance Inc. Common Stock,United States
WHFBZ,WhiteHorse Finance Inc. 6.50% Notes due 2025,United States
WHG,Westwood Holdings Group Inc Common Stock,United States
WHLM,Wilhelmina International Inc. Common Stock,United States
WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,United States
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,United States
WHLRL,Wheeler Real Estate Investment Trust Inc. 7.00% Senior Subordinated Convertible Notes Due 2031,United States
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,United States
WHR,Whirlpool Corporation Common Stock,United States
WIA,Western Asset Inflation-Linked Income Fund,United States
WILC,G. Willi-Food International  Ltd. Ordinary Shares,Israel
WIMI,WiMi Hologram Cloud Inc. American Depositary Share,China
